Palavra,Artista,Quantidade_y,Quantidade_total,Gênero,Década de nascimento,UF de nascimento,Nome
first,francisco-alves,3,882,Man,1890-1899,RJ,Francisco Alves
Search for,francisco-alves,18,2198,Man,1890-1899,RJ,Francisco Alves
to test,francisco-alves,2,581,Man,1890-1899,RJ,Francisco Alves
foot,francisco-alves,7,1424,Man,1890-1899,RJ,Francisco Alves
which,francisco-alves,10,654,Man,1890-1899,RJ,Francisco Alves
quantum,francisco-alves,3,531,Man,1890-1899,RJ,Francisco Alves
almost,francisco-alves,5,764,Man,1890-1899,RJ,Francisco Alves
break,francisco-alves,3,614,Man,1890-1899,RJ,Francisco Alves
reason,francisco-alves,17,1038,Man,1890-1899,RJ,Francisco Alves
chorus,francisco-alves,4,1021,Man,1890-1899,RJ,Francisco Alves
King,francisco-alves,11,998,Man,1890-1899,RJ,Francisco Alves
River,francisco-alves,4,758,Man,1890-1899,RJ,Francisco Alves
to laugh,francisco-alves,6,839,Man,1890-1899,RJ,Francisco Alves
rotate,francisco-alves,1,884,Man,1890-1899,RJ,Francisco Alves
Rosar,francisco-alves,7,725,Man,1890-1899,RJ,Francisco Alves
collapse,francisco-alves,6,868,Man,1890-1899,RJ,Francisco Alves
to save,francisco-alves,14,931,Man,1890-1899,RJ,Francisco Alves
to samba,francisco-alves,26,6306,Man,1890-1899,RJ,Francisco Alves
Holy,francisco-alves,12,780,Man,1890-1899,RJ,Francisco Alves
miss,francisco-alves,42,2670,Man,1890-1899,RJ,Francisco Alves
follow,francisco-alves,3,771,Man,1890-1899,RJ,Francisco Alves
ever,francisco-alves,24,3360,Man,1890-1899,RJ,Francisco Alves
Mr,francisco-alves,12,1178,Man,1890-1899,RJ,Francisco Alves
to feel,francisco-alves,19,3125,Man,1890-1899,RJ,Francisco Alves
remain,francisco-alves,2,608,Man,1890-1899,RJ,Francisco Alves
to suffer,francisco-alves,24,2090,Man,1890-1899,RJ,Francisco Alves
Sun,francisco-alves,12,2154,Man,1890-1899,RJ,Francisco Alves
loneliness,francisco-alves,5,878,Man,1890-1899,RJ,Francisco Alves
sound,francisco-alves,2,643,Man,1890-1899,RJ,Francisco Alves
to dream,francisco-alves,45,2462,Man,1890-1899,RJ,Francisco Alves
dream,francisco-alves,26,1098,Man,1890-1899,RJ,Francisco Alves
to smile,francisco-alves,8,1303,Man,1890-1899,RJ,Francisco Alves
smile,francisco-alves,5,896,Man,1890-1899,RJ,Francisco Alves
to sweat,francisco-alves,11,3445,Man,1890-1899,RJ,Francisco Alves
move up,francisco-alves,6,519,Man,1890-1899,RJ,Francisco Alves
delay,francisco-alves,5,608,Man,1890-1899,RJ,Francisco Alves
time,francisco-alves,10,3470,Man,1890-1899,RJ,Francisco Alves
to try,francisco-alves,2,1107,Man,1890-1899,RJ,Francisco Alves
Earth,francisco-alves,19,1295,Man,1890-1899,RJ,Francisco Alves
touch,francisco-alves,4,1207,Man,1890-1899,RJ,Francisco Alves
to take,francisco-alves,4,897,Man,1890-1899,RJ,Francisco Alves
to work,francisco-alves,9,743,Man,1890-1899,RJ,Francisco Alves
bring,francisco-alves,6,1614,Man,1890-1899,RJ,Francisco Alves
sad,francisco-alves,20,1063,Man,1890-1899,RJ,Francisco Alves
sadness,francisco-alves,8,1071,Man,1890-1899,RJ,Francisco Alves
worth,francisco-alves,3,1283,Man,1890-1899,RJ,Francisco Alves
old,francisco-alves,10,1101,Man,1890-1899,RJ,Francisco Alves
blow,francisco-alves,10,911,Man,1890-1899,RJ,Francisco Alves
to see,francisco-alves,67,9632,Man,1890-1899,RJ,Francisco Alves
truth,francisco-alves,10,1075,Man,1890-1899,RJ,Francisco Alves
life,francisco-alves,34,6401,Man,1890-1899,RJ,Francisco Alves
turn,francisco-alves,8,1109,Man,1890-1899,RJ,Francisco Alves
to live,francisco-alves,27,4828,Man,1890-1899,RJ,Francisco Alves
fly,francisco-alves,2,593,Man,1890-1899,RJ,Francisco Alves
come back,francisco-alves,18,3429,Man,1890-1899,RJ,Francisco Alves
will,francisco-alves,2,833,Man,1890-1899,RJ,Francisco Alves
voice,francisco-alves,13,1099,Man,1890-1899,RJ,Francisco Alves
Water,francisco-alves,6,1388,Man,1890-1899,RJ,Francisco Alves
to hug,fundo-de-quintal,15,742,Group,,,Fundo De Quintal
Open,fundo-de-quintal,35,912,Group,,,Fundo De Quintal
to finish,fundo-de-quintal,45,1832,Group,,,Fundo De Quintal
find,fundo-de-quintal,41,1151,Group,,,Fundo De Quintal
happen,fundo-de-quintal,18,929,Group,,,Fundo De Quintal
wake up,fundo-de-quintal,9,698,Group,,,Fundo De Quintal
to believe,fundo-de-quintal,13,756,Group,,,Fundo De Quintal
bye,fundo-de-quintal,18,801,Group,,,Fundo De Quintal
now,fundo-de-quintal,53,2881,Group,,,Fundo De Quintal
happiness,fundo-de-quintal,59,1494,Group,,,Fundo De Quintal
any,fundo-de-quintal,7,538,Group,,,Fundo De Quintal
almo,fundo-de-quintal,7,613,Group,,,Fundo De Quintal
high,fundo-de-quintal,21,649,Group,,,Fundo De Quintal
in addition,fundo-de-quintal,14,940,Group,,,Fundo De Quintal
tomorrow,fundo-de-quintal,17,1094,Group,,,Fundo De Quintal
love,fundo-de-quintal,223,9816,Group,,,Fundo De Quintal
cozying,fundo-de-quintal,12,701,Group,,,Fundo De Quintal
friend,fundo-de-quintal,22,635,Group,,,Fundo De Quintal
love,fundo-de-quintal,827,31458,Group,,,Fundo De Quintal
walk,fundo-de-quintal,31,1990,Group,,,Fundo De Quintal
year,fundo-de-quintal,5,667,Group,,,Fundo De Quintal
love,fundo-de-quintal,8,714,Group,,,Fundo De Quintal
only,fundo-de-quintal,16,538,Group,,,Fundo De Quintal
learn,fundo-de-quintal,13,704,Group,,,Fundo De Quintal
air,fundo-de-quintal,18,778,Group,,,Fundo De Quintal
blue,fundo-de-quintal,8,668,Group,,,Fundo De Quintal
bahia,fundo-de-quintal,22,658,Group,,,Fundo De Quintal
to swing,fundo-de-quintal,49,668,Group,,,Fundo De Quintal
to knock,fundo-de-quintal,49,1694,Group,,,Fundo De Quintal
batucar,fundo-de-quintal,14,526,Group,,,Fundo De Quintal
drink,fundo-de-quintal,15,983,Group,,,Fundo De Quintal
kiss,fundo-de-quintal,36,1982,Group,,,Fundo De Quintal
beauty,fundo-de-quintal,9,765,Group,,,Fundo De Quintal
beautiful,fundo-de-quintal,10,561,Group,,,Fundo De Quintal
mouth,fundo-de-quintal,20,1198,Group,,,Fundo De Quintal
trundle,fundo-de-quintal,13,545,Group,,,Fundo De Quintal
Good,fundo-de-quintal,104,3691,Group,,,Fundo De Quintal
beautiful,fundo-de-quintal,28,1166,Group,,,Fundo De Quintal
White,fundo-de-quintal,10,706,Group,,,Fundo De Quintal
Brazil,fundo-de-quintal,14,1094,Group,,,Fundo De Quintal
Brazilian,fundo-de-quintal,5,549,Group,,,Fundo De Quintal
arm,fundo-de-quintal,19,799,Group,,,Fundo De Quintal
fight,fundo-de-quintal,8,610,Group,,,Fundo De Quintal
shine,fundo-de-quintal,25,921,Group,,,Fundo De Quintal
to play,fundo-de-quintal,6,742,Group,,,Fundo De Quintal
search,fundo-de-quintal,32,674,Group,,,Fundo De Quintal
head,fundo-de-quintal,6,760,Group,,,Fundo De Quintal
to fall,fundo-de-quintal,38,1544,Group,,,Fundo De Quintal
silence,fundo-de-quintal,13,549,Group,,,Fundo De Quintal
heat,fundo-de-quintal,28,629,Group,,,Fundo De Quintal
walk,fundo-de-quintal,17,1179,Group,,,Fundo De Quintal
weary,fundo-de-quintal,18,880,Group,,,Fundo De Quintal
sing,fundo-de-quintal,280,8891,Group,,,Fundo De Quintal
song,fundo-de-quintal,31,1030,Group,,,Fundo De Quintal
Carnival,fundo-de-quintal,22,816,Group,,,Fundo De Quintal
expensive,fundo-de-quintal,48,2089,Group,,,Fundo De Quintal
to marry,fundo-de-quintal,57,2147,Group,,,Fundo De Quintal
certain,fundo-de-quintal,12,522,Group,,,Fundo De Quintal
right,fundo-de-quintal,18,571,Group,,,Fundo De Quintal
Call,fundo-de-quintal,57,1650,Group,,,Fundo De Quintal
to arrive,fundo-de-quintal,116,4489,Group,,,Fundo De Quintal
full,fundo-de-quintal,14,743,Group,,,Fundo De Quintal
cry,fundo-de-quintal,173,4386,Group,,,Fundo De Quintal
rain,fundo-de-quintal,13,635,Group,,,Fundo De Quintal
floor,fundo-de-quintal,16,1037,Group,,,Fundo De Quintal
City,fundo-de-quintal,16,1002,Group,,,Fundo De Quintal
top,fundo-de-quintal,20,979,Group,,,Fundo De Quintal
thing,fundo-de-quintal,32,2410,Group,,,Fundo De Quintal
eat,fundo-de-quintal,57,4536,Group,,,Fundo De Quintal
with me,fundo-de-quintal,23,1583,Group,,,Fundo De Quintal
how,fundo-de-quintal,56,3838,Group,,,Fundo De Quintal
purchase,fundo-de-quintal,21,536,Group,,,Fundo De Quintal
to meet,fundo-de-quintal,24,878,Group,,,Fundo De Quintal
get,fundo-de-quintal,12,767,Group,,,Fundo De Quintal
tell,fundo-de-quintal,17,1269,Group,,,Fundo De Quintal
color,fundo-de-quintal,18,821,Group,,,Fundo De Quintal
heart,fundo-de-quintal,152,6266,Group,,,Fundo De Quintal
body,fundo-de-quintal,22,1523,Group,,,Fundo De Quintal
run,fundo-de-quintal,31,1081,Group,,,Fundo De Quintal
kid,fundo-de-quintal,28,708,Group,,,Fundo De Quintal
take care,fundo-de-quintal,5,514,Group,,,Fundo De Quintal
sky,fundo-de-quintal,32,2061,Group,,,Fundo De Quintal
to dance,fundo-de-quintal,28,1429,Group,,,Fundo De Quintal
inside,fundo-de-quintal,15,1212,Group,,,Fundo De Quintal
later,fundo-de-quintal,32,1839,Group,,,Fundo De Quintal
since,fundo-de-quintal,8,562,Group,,,Fundo De Quintal
Wish,fundo-de-quintal,23,1051,Group,,,Fundo De Quintal
undo,fundo-de-quintal,4,554,Group,,,Fundo De Quintal
earmark,fundo-de-quintal,6,562,Group,,,Fundo De Quintal
God,fundo-de-quintal,56,3257,Group,,,Fundo De Quintal
duty,fundo-de-quintal,11,955,Group,,,Fundo De Quintal
day,fundo-de-quintal,88,4842,Group,,,Fundo De Quintal
cash,fundo-de-quintal,9,680,Group,,,Fundo De Quintal
to say,fundo-de-quintal,137,8012,Group,,,Fundo De Quintal
candy,fundo-de-quintal,20,690,Group,,,Fundo De Quintal
hurt,fundo-de-quintal,12,639,Group,,,Fundo De Quintal
owner,fundo-de-quintal,12,564,Group,,,Fundo De Quintal
ache,fundo-de-quintal,68,2290,Group,,,Fundo De Quintal
to sleep,fundo-de-quintal,5,868,Group,,,Fundo De Quintal
although,fundo-de-quintal,20,1492,Group,,,Fundo De Quintal
emotion,fundo-de-quintal,27,671,Group,,,Fundo De Quintal
delight,fundo-de-quintal,27,514,Group,,,Fundo De Quintal
meet,fundo-de-quintal,58,2135,Group,,,Fundo De Quintal
understand,fundo-de-quintal,10,970,Group,,,Fundo De Quintal
get in,fundo-de-quintal,41,1652,Group,,,Fundo De Quintal
deliver,fundo-de-quintal,22,774,Group,,,Fundo De Quintal
err,fundo-de-quintal,21,872,Group,,,Fundo De Quintal
to hopes,fundo-de-quintal,15,622,Group,,,Fundo De Quintal
wait,fundo-de-quintal,19,1753,Group,,,Fundo De Quintal
forget,fundo-de-quintal,44,2291,Group,,,Fundo De Quintal
exist,fundo-de-quintal,13,1025,Group,,,Fundo De Quintal
speak,fundo-de-quintal,34,2676,Group,,,Fundo De Quintal
fail,fundo-de-quintal,28,940,Group,,,Fundo De Quintal
miss,fundo-de-quintal,17,925,Group,,,Fundo De Quintal
favor,fundo-de-quintal,20,665,Group,,,Fundo De Quintal
happiness,fundo-de-quintal,26,1110,Group,,,Fundo De Quintal
happy,fundo-de-quintal,74,2585,Group,,,Fundo De Quintal
party,fundo-de-quintal,13,808,Group,,,Fundo De Quintal
end,fundo-de-quintal,40,1834,Group,,,Fundo De Quintal
flower,fundo-de-quintal,25,1265,Group,,,Fundo De Quintal
fire,fundo-de-quintal,14,724,Group,,,Fundo De Quintal
strong,fundo-de-quintal,11,723,Group,,,Fundo De Quintal
to force,fundo-de-quintal,21,658,Group,,,Fundo De Quintal
front,fundo-de-quintal,22,637,Group,,,Fundo De Quintal
to run away,fundo-de-quintal,16,584,Group,,,Fundo De Quintal
to merge,fundo-de-quintal,30,635,Group,,,Fundo De Quintal
faith,fundo-de-quintal,36,861,Group,,,Fundo De Quintal
to win,fundo-de-quintal,22,720,Group,,,Fundo De Quintal
people,fundo-de-quintal,127,5724,Group,,,Fundo De Quintal
like,fundo-de-quintal,48,2259,Group,,,Fundo De Quintal
big,fundo-de-quintal,26,1626,Group,,,Fundo De Quintal
shout out,fundo-de-quintal,17,642,Group,,,Fundo De Quintal
save,fundo-de-quintal,13,807,Group,,,Fundo De Quintal
story,fundo-de-quintal,12,728,Group,,,Fundo De Quintal
today,fundo-de-quintal,113,2878,Group,,,Fundo De Quintal
men,fundo-de-quintal,15,1384,Group,,,Fundo De Quintal
hour,fundo-de-quintal,51,2096,Group,,,Fundo De Quintal
equal,fundo-de-quintal,10,658,Group,,,Fundo De Quintal
illusion,fundo-de-quintal,24,847,Group,,,Fundo De Quintal
acquaint,fundo-de-quintal,21,1032,Group,,,Fundo De Quintal
brother,fundo-de-quintal,12,590,Group,,,Fundo De Quintal
never,fundo-de-quintal,15,638,Group,,,Fundo De Quintal
way,fundo-de-quintal,31,1733,Group,,,Fundo De Quintal
to play,fundo-de-quintal,37,1562,Group,,,Fundo De Quintal
get together,fundo-de-quintal,18,544,Group,,,Fundo De Quintal
together,fundo-de-quintal,14,755,Group,,,Fundo De Quintal
to swear,fundo-de-quintal,27,789,Group,,,Fundo De Quintal
side,fundo-de-quintal,31,1321,Group,,,Fundo De Quintal
ilk,fundo-de-quintal,16,590,Group,,,Fundo De Quintal
to remember,fundo-de-quintal,20,1250,Group,,,Fundo De Quintal
to read,fundo-de-quintal,18,934,Group,,,Fundo De Quintal
take along,fundo-de-quintal,53,2918,Group,,,Fundo De Quintal
turn on,fundo-de-quintal,19,835,Group,,,Fundo De Quintal
beautiful,fundo-de-quintal,22,843,Group,,,Fundo De Quintal
pretty,fundo-de-quintal,17,954,Group,,,Fundo De Quintal
far,fundo-de-quintal,18,852,Group,,,Fundo De Quintal
Crazy,fundo-de-quintal,12,1032,Group,,,Fundo De Quintal
moon,fundo-de-quintal,21,1323,Group,,,Fundo De Quintal
place,fundo-de-quintal,24,1602,Group,,,Fundo De Quintal
to fight,fundo-de-quintal,19,636,Group,,,Fundo De Quintal
sparkle,fundo-de-quintal,40,1704,Group,,,Fundo De Quintal
madrugar,fundo-de-quintal,17,674,Group,,,Fundo De Quintal
larger,fundo-de-quintal,18,628,Group,,,Fundo De Quintal
bad,fundo-de-quintal,49,1934,Group,,,Fundo De Quintal
rascal,fundo-de-quintal,10,604,Group,,,Fundo De Quintal
to send,fundo-de-quintal,64,1580,Group,,,Fundo De Quintal
hose,fundo-de-quintal,20,520,Group,,,Fundo De Quintal
morning,fundo-de-quintal,15,794,Group,,,Fundo De Quintal
sea,fundo-de-quintal,63,2991,Group,,,Fundo De Quintal
Mary,fundo-de-quintal,19,1022,Group,,,Fundo De Quintal
to kill,fundo-de-quintal,18,1245,Group,,,Fundo De Quintal
fear,fundo-de-quintal,22,979,Group,,,Fundo De Quintal
best,fundo-de-quintal,33,1360,Group,,,Fundo De Quintal
boy,fundo-de-quintal,105,1627,Group,,,Fundo De Quintal
to lie,fundo-de-quintal,17,855,Group,,,Fundo De Quintal
to deserve,fundo-de-quintal,16,621,Group,,,Fundo De Quintal
same,fundo-de-quintal,36,2388,Group,,,Fundo De Quintal
to mix,fundo-de-quintal,20,533,Group,,,Fundo De Quintal
thousand,fundo-de-quintal,5,621,Group,,,Fundo De Quintal
time,fundo-de-quintal,26,820,Group,,,Fundo De Quintal
to live,fundo-de-quintal,30,1152,Group,,,Fundo De Quintal
dark skinned,fundo-de-quintal,9,931,Group,,,Fundo De Quintal
to die,fundo-de-quintal,48,2666,Group,,,Fundo De Quintal
Show,fundo-de-quintal,15,717,Group,,,Fundo De Quintal
boy,fundo-de-quintal,76,716,Group,,,Fundo De Quintal
change,fundo-de-quintal,51,1098,Group,,,Fundo De Quintal
woman,fundo-de-quintal,64,2994,Group,,,Fundo De Quintal
world,fundo-de-quintal,66,3522,Group,,,Fundo De Quintal
mother,fundo-de-quintal,26,789,Group,,,Fundo De Quintal
hand,fundo-de-quintal,62,2300,Group,,,Fundo De Quintal
to fall in love,fundo-de-quintal,25,737,Group,,,Fundo De Quintal
born,fundo-de-quintal,27,1401,Group,,,Fundo De Quintal
deny,fundo-de-quintal,26,1206,Group,,,Fundo De Quintal
black,fundo-de-quintal,20,671,Group,,,Fundo De Quintal
nobody,fundo-de-quintal,37,3085,Group,,,Fundo De Quintal
night,fundo-de-quintal,63,2864,Group,,,Fundo De Quintal
Name,fundo-de-quintal,17,928,Group,,,Fundo De Quintal
new,fundo-de-quintal,65,1685,Group,,,Fundo De Quintal
Never,fundo-de-quintal,28,2565,Group,,,Fundo De Quintal
to look,fundo-de-quintal,99,4919,Group,,,Fundo De Quintal
eye,fundo-de-quintal,17,1668,Group,,,Fundo De Quintal
wave,fundo-de-quintal,17,683,Group,,,Fundo De Quintal
other,fundo-de-quintal,50,2805,Group,,,Fundo De Quintal
listen,fundo-de-quintal,38,1639,Group,,,Fundo De Quintal
pay,fundo-de-quintal,12,832,Group,,,Fundo De Quintal
pagoda,fundo-de-quintal,48,658,Group,,,Fundo De Quintal
dad,fundo-de-quintal,21,835,Group,,,Fundo De Quintal
passion,fundo-de-quintal,57,1591,Group,,,Fundo De Quintal
word,fundo-de-quintal,5,583,Group,,,Fundo De Quintal
stop,fundo-de-quintal,39,1510,Group,,,Fundo De Quintal
seem,fundo-de-quintal,6,793,Group,,,Fundo De Quintal
leave,fundo-de-quintal,37,1209,Group,,,Fundo De Quintal
to spend,fundo-de-quintal,98,4368,Group,,,Fundo De Quintal
peace,fundo-de-quintal,67,1855,Group,,,Fundo De Quintal
ask,fundo-de-quintal,40,2118,Group,,,Fundo De Quintal
take,fundo-de-quintal,49,1843,Group,,,Fundo De Quintal
suborn,fundo-de-quintal,31,1462,Group,,,Fundo De Quintal
fur,fundo-de-quintal,9,598,Group,,,Fundo De Quintal
sorrow,fundo-de-quintal,26,1260,Group,,,Fundo De Quintal
think,fundo-de-quintal,37,2418,Group,,,Fundo De Quintal
lose,fundo-de-quintal,71,2443,Group,,,Fundo De Quintal
to forgive,fundo-de-quintal,16,606,Group,,,Fundo De Quintal
forgiveness,fundo-de-quintal,9,586,Group,,,Fundo De Quintal
to ask,fundo-de-quintal,11,563,Group,,,Fundo De Quintal
near,fundo-de-quintal,17,647,Group,,,Fundo De Quintal
to plant,fundo-de-quintal,22,762,Group,,,Fundo De Quintal
poor,fundo-de-quintal,13,635,Group,,,Fundo De Quintal
power,fundo-de-quintal,179,7634,Group,,,Fundo De Quintal
bear,fundo-de-quintal,12,690,Group,,,Fundo De Quintal
portela,fundo-de-quintal,36,616,Group,,,Fundo De Quintal
little,fundo-de-quintal,22,1124,Group,,,Fundo De Quintal
people,fundo-de-quintal,33,1256,Group,,,Fundo De Quintal
pleasure,fundo-de-quintal,37,1042,Group,,,Fundo De Quintal
need,fundo-de-quintal,35,2443,Group,,,Fundo De Quintal
black,fundo-de-quintal,26,740,Group,,,Fundo De Quintal
first,fundo-de-quintal,27,882,Group,,,Fundo De Quintal
Search for,fundo-de-quintal,38,2198,Group,,,Fundo De Quintal
to test,fundo-de-quintal,22,581,Group,,,Fundo De Quintal
foot,fundo-de-quintal,31,1424,Group,,,Fundo De Quintal
which,fundo-de-quintal,14,654,Group,,,Fundo De Quintal
quantum,fundo-de-quintal,5,531,Group,,,Fundo De Quintal
almost,fundo-de-quintal,5,764,Group,,,Fundo De Quintal
break,fundo-de-quintal,35,614,Group,,,Fundo De Quintal
reason,fundo-de-quintal,20,1038,Group,,,Fundo De Quintal
chorus,fundo-de-quintal,38,1021,Group,,,Fundo De Quintal
King,fundo-de-quintal,23,998,Group,,,Fundo De Quintal
suddenly,fundo-de-quintal,15,1108,Group,,,Fundo De Quintal
River,fundo-de-quintal,8,758,Group,,,Fundo De Quintal
to laugh,fundo-de-quintal,20,839,Group,,,Fundo De Quintal
rotate,fundo-de-quintal,67,884,Group,,,Fundo De Quintal
to roll,fundo-de-quintal,13,626,Group,,,Fundo De Quintal
Rosar,fundo-de-quintal,17,725,Group,,,Fundo De Quintal
collapse,fundo-de-quintal,4,868,Group,,,Fundo De Quintal
to save,fundo-de-quintal,2,931,Group,,,Fundo De Quintal
samba,fundo-de-quintal,93,1269,Group,,,Fundo De Quintal
to samba,fundo-de-quintal,422,6306,Group,,,Fundo De Quintal
Holy,fundo-de-quintal,24,780,Group,,,Fundo De Quintal
miss,fundo-de-quintal,59,2670,Group,,,Fundo De Quintal
follow,fundo-de-quintal,25,771,Group,,,Fundo De Quintal
ever,fundo-de-quintal,72,3360,Group,,,Fundo De Quintal
Mr,fundo-de-quintal,20,1178,Group,,,Fundo De Quintal
to feel,fundo-de-quintal,84,3125,Group,,,Fundo De Quintal
remain,fundo-de-quintal,6,608,Group,,,Fundo De Quintal
to suffer,fundo-de-quintal,41,2090,Group,,,Fundo De Quintal
Sun,fundo-de-quintal,46,2154,Group,,,Fundo De Quintal
loneliness,fundo-de-quintal,20,878,Group,,,Fundo De Quintal
sound,fundo-de-quintal,18,643,Group,,,Fundo De Quintal
to dream,fundo-de-quintal,55,2462,Group,,,Fundo De Quintal
dream,fundo-de-quintal,18,1098,Group,,,Fundo De Quintal
to smile,fundo-de-quintal,67,1303,Group,,,Fundo De Quintal
smile,fundo-de-quintal,23,896,Group,,,Fundo De Quintal
to sweat,fundo-de-quintal,55,3445,Group,,,Fundo De Quintal
move up,fundo-de-quintal,8,519,Group,,,Fundo De Quintal
delay,fundo-de-quintal,16,608,Group,,,Fundo De Quintal
time,fundo-de-quintal,79,3470,Group,,,Fundo De Quintal
to try,fundo-de-quintal,20,1107,Group,,,Fundo De Quintal
Earth,fundo-de-quintal,15,1295,Group,,,Fundo De Quintal
touch,fundo-de-quintal,38,1207,Group,,,Fundo De Quintal
to take,fundo-de-quintal,41,897,Group,,,Fundo De Quintal
to work,fundo-de-quintal,17,743,Group,,,Fundo De Quintal
bring,fundo-de-quintal,60,1614,Group,,,Fundo De Quintal
sad,fundo-de-quintal,7,1063,Group,,,Fundo De Quintal
sadness,fundo-de-quintal,33,1071,Group,,,Fundo De Quintal
worth,fundo-de-quintal,53,1283,Group,,,Fundo De Quintal
old,fundo-de-quintal,24,1101,Group,,,Fundo De Quintal
blow,fundo-de-quintal,11,911,Group,,,Fundo De Quintal
to see,fundo-de-quintal,215,9632,Group,,,Fundo De Quintal
truth,fundo-de-quintal,40,1075,Group,,,Fundo De Quintal
life,fundo-de-quintal,146,6401,Group,,,Fundo De Quintal
turn,fundo-de-quintal,15,1109,Group,,,Fundo De Quintal
to live,fundo-de-quintal,127,4828,Group,,,Fundo De Quintal
fly,fundo-de-quintal,6,593,Group,,,Fundo De Quintal
come back,fundo-de-quintal,68,3429,Group,,,Fundo De Quintal
will,fundo-de-quintal,11,833,Group,,,Fundo De Quintal
voice,fundo-de-quintal,31,1099,Group,,,Fundo De Quintal
Water,fundo-de-quintal,18,1388,Group,,,Fundo De Quintal
to hug,gonzaguinha,26,742,Man,1940-1949,RJ,Gonzaguinha
Open,gonzaguinha,13,912,Man,1940-1949,RJ,Gonzaguinha
to finish,gonzaguinha,22,1832,Man,1940-1949,RJ,Gonzaguinha
find,gonzaguinha,8,1151,Man,1940-1949,RJ,Gonzaguinha
happen,gonzaguinha,5,929,Man,1940-1949,RJ,Gonzaguinha
wake up,gonzaguinha,2,698,Man,1940-1949,RJ,Gonzaguinha
to believe,gonzaguinha,14,756,Man,1940-1949,RJ,Gonzaguinha
bye,gonzaguinha,4,801,Man,1940-1949,RJ,Gonzaguinha
now,gonzaguinha,11,2881,Man,1940-1949,RJ,Gonzaguinha
happiness,gonzaguinha,60,1494,Man,1940-1949,RJ,Gonzaguinha
any,gonzaguinha,2,538,Man,1940-1949,RJ,Gonzaguinha
almo,gonzaguinha,7,613,Man,1940-1949,RJ,Gonzaguinha
high,gonzaguinha,9,649,Man,1940-1949,RJ,Gonzaguinha
in addition,gonzaguinha,12,940,Man,1940-1949,RJ,Gonzaguinha
tomorrow,gonzaguinha,32,1094,Man,1940-1949,RJ,Gonzaguinha
love,gonzaguinha,98,9816,Man,1940-1949,RJ,Gonzaguinha
cozying,gonzaguinha,10,701,Man,1940-1949,RJ,Gonzaguinha
friend,gonzaguinha,10,635,Man,1940-1949,RJ,Gonzaguinha
love,gonzaguinha,160,31458,Man,1940-1949,RJ,Gonzaguinha
walk,gonzaguinha,29,1990,Man,1940-1949,RJ,Gonzaguinha
year,gonzaguinha,8,667,Man,1940-1949,RJ,Gonzaguinha
love,gonzaguinha,2,714,Man,1940-1949,RJ,Gonzaguinha
only,gonzaguinha,44,538,Man,1940-1949,RJ,Gonzaguinha
learn,gonzaguinha,14,704,Man,1940-1949,RJ,Gonzaguinha
air,gonzaguinha,8,778,Man,1940-1949,RJ,Gonzaguinha
blue,gonzaguinha,2,668,Man,1940-1949,RJ,Gonzaguinha
to swing,gonzaguinha,28,668,Man,1940-1949,RJ,Gonzaguinha
to knock,gonzaguinha,18,1694,Man,1940-1949,RJ,Gonzaguinha
